datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-04 18:00:00,243.8819,245.5024,240.9484,242.5689,9476382,252.69131446046836,-0.04005841863651362,0.008858544571013788,5835457.8,4.172721428571423,,1.0,,True,1.0
2024-01-05 10:00:00,242.5689,243.158,241.9272,242.5163,5531920,251.36979369749804,-0.035220992814086714,0.004314545032984923,5874529.1,3.813899999999996,,0.0,,True,0.0
2024-01-05 11:00:00,242.5163,246.037,240.4255,243.9462,5325485,250.3721593813394,-0.025665630704379078,0.01439278793213454,5198630.4,4.012942857142854,,0.0,,True,0.0
2024-01-05 12:00:00,243.9462,244.6843,242.259,242.9971,6398779,249.60733453452104,-0.026482533243056005,0.00873845957103071,5040803.1,4.091199999999999,,1.0,,True,1.0
2024-01-05 13:00:00,242.9971,243.5321,242.2811,242.8161,5936613,248.9010475009664,-0.024447255493943904,0.0012183752104351735,5210562.6,4.034657142857142,,0.0,,True,0.0
2024-01-05 14:00:00,242.8161,243.4473,242.3638,242.9949,5516853,248.1222613450723,-0.02066465667883585,0.005817876564220156,5500299.8,3.0961571428571437,,0.0,,True,0.0
2024-01-05 15:00:00,242.9949,243.2925,242.8007,243.0983,6802603,247.42150529315006,-0.017473037713628996,0.006974217780314908,5460731.6,2.880664285714285,,1.0,,True,1.0
2024-01-05 16:00:00,243.0983,244.689,239.5221,241.1129,4590719,246.7069914003524,-0.022675042035085215,-0.0020103853562493668,5549791.4,3.1856,,0.0,,True,0.0
2024-01-05 17:00:00,241.1129,241.8338,240.5143,241.2353,1460874,246.36942621950507,-0.02083913697526243,-0.0033660992616334345,5326444.2,3.160607142857143,,0.0,,True,0.0
2024-01-05 18:00:00,241.2353,245.1114,239.5444,243.4206,7597155,245.804177838163,-0.00969705990812064,0.012977982126964575,5863738.3,3.052578571428573,,1.0,,True,1.0
2024-01-08 10:00:00,243.4206,245.3485,238.9819,240.9098,6503979,244.60642591643153,-0.015112546216158996,0.005726590759103435,5566498.0,3.3187571428571454,,0.0,,True,0.0
2024-01-08 11:00:00,240.9098,244.0958,239.1041,242.2901,5327900,244.20696186759602,-0.007849333421687253,0.0018477264864333875,5546096.0,3.3677785714285755,,0.0,,True,0.0
2024-01-08 12:00:00,242.2901,243.1186,241.6544,242.4829,11592113,243.55899612327107,-0.004418215464833141,0.010694330751325854,6172758.8,3.223700000000002,,1.0,,True,1.0
2024-01-08 13:00:00,242.4829,244.0279,239.9008,241.4459,2633921,243.1716957375148,-0.007097025549296104,0.0007523078723911487,5796273.0,3.2607785714285717,,0.0,,True,0.0
2024-01-08 14:00:00,241.4459,245.6244,240.4873,244.6658,1251546,242.96899118043024,0.006983643514861915,0.011401858979695055,5327766.3,3.302428571428572,,0.0,,True,0.0
2024-01-08 15:00:00,244.6658,246.9601,243.6149,245.9092,11028767,243.12770320012268,0.011440476602486628,0.018537502151782733,5878957.7,3.4534571428571446,,0.0,,True,0.0
2024-01-08 16:00:00,245.9092,248.4637,241.3885,243.9431,6471497,243.07092108900488,0.003588166396406335,-0.0033954771184555796,5845847.1,3.558007142857144,,0.0,,True,0.0
2024-01-08 17:00:00,243.9431,244.4758,243.5315,244.0642,2330051,243.05952740770834,0.004133442548032343,-0.007307034054454285,5619780.3,3.452221428571428,,0.0,,True,0.0
2024-01-08 18:00:00,244.0642,245.7581,243.3087,245.0026,4302928,243.1368861877359,0.007673511993665561,0.004085345597259226,5903985.7,3.5378214285714296,,0.0,,True,0.0
2024-01-09 10:00:00,245.0026,245.6549,244.0419,244.6942,7165034,243.23503594244235,0.005998987982565682,0.0018655454345333396,5860773.6,3.575642857142857,,0.0,,True,0.0
2024-01-09 11:00:00,244.6942,246.6489,243.8536,245.8083,2884176,243.3119947997459,0.010259688192966639,0.0025861761993010773,5498793.3,3.7401785714285722,,0.0,,True,0.0
2024-01-09 12:00:00,245.8083,246.5104,244.9971,245.6992,6939636,243.50049484426685,0.009029571611915371,0.0030305836293496886,5659966.9,3.479207142857145,,0.0,,True,0.0
2024-01-09 13:00:00,245.6992,247.8574,244.6341,246.7922,15078912,243.86421963705703,0.012006600916283194,0.0017469127233165557,6008646.8,3.6151928571428606,,0.0,,True,0.0
2024-01-09 14:00:00,246.7922,251.574,244.3772,249.159,10504543,244.26809577359438,0.020022689458957667,0.010993117847042296,6795709.0,3.7316071428571473,,0.0,,True,0.0
2024-01-09 15:00:00,249.159,249.8332,247.3625,248.0367,5188195,244.5058091666934,0.01444092819446829,0.0024343272781850948,7189373.9,3.453328571428575,,0.0,,True,0.0
2024-01-09 16:00:00,248.0367,249.3193,247.09,248.3726,6184865,244.7592048546462,0.01476306130141115,-0.005259628157546516,6704983.7,3.2560142857142886,0.005936161073893086,0.0,,True,0.0
2024-01-09 17:00:00,248.3726,249.5784,246.3996,247.6054,3290188,244.93691596856337,0.010894576756160035,-0.003546351438308254,6386852.8,3.3784857142857185,0.005923573692011542,0.0,,True,0.0
2024-01-09 18:00:00,247.6054,248.6014,246.8195,247.8155,5625749,245.18267391758556,0.01073822240514193,-0.00402483889626922,6716422.6,3.210971428571434,0.005930813494729604,0.0,,True,0.0
2024-01-10 10:00:00,247.8155,249.0084,244.6613,245.8541,4467399,245.2756300407373,0.002358448571375044,-0.008536128184784992,6732869.7,3.1545428571428613,0.005961794462587733,0.0,,True,0.0
2024-01-10 11:00:00,245.8541,246.857,243.9017,244.9046,3216209,245.43508758924784,-0.0021614170755228836,-0.012899639480664814,6337987.2,3.1266928571428605,0.0059665012034392775,0.0,,True,0.0
2024-01-10 12:00:00,244.9046,245.6719,243.817,244.5843,2704720,245.6210332475234,-0.004220865101884918,-0.0065793136732599615,6320041.6,2.7538142857142884,0.005928058458170288,0.0,,True,0.0
2024-01-10 13:00:00,244.5843,246.9747,243.6594,246.0498,13736703,245.77409915661295,0.0011217652483851593,0.0032831823239080427,6999748.3,2.923171428571432,0.005999899128645315,0.0,,True,0.0
2024-01-10 14:00:00,246.0498,250.5812,243.3969,247.9283,5498569,246.16660973062125,0.007156495640519926,0.011377360742404844,6041714.0,3.2613785714285735,0.0059646238688864555,0.0,,True,0.0
2024-01-10 15:00:00,247.9283,250.74,242.929,245.7407,3171439,246.26976039189358,-0.002148296205964048,-0.003270061454349207,5308403.6,3.70409285714286,0.0060382816461402354,0.0,,True,0.0
2024-01-10 16:00:00,245.7407,246.9964,243.1833,244.4389,4273670,246.24864899692162,-0.0073492748256428035,-0.01450577046616273,5216951.1,3.7767928571428593,0.00604907518977021,0.0,,True,0.0
2024-01-10 17:00:00,244.4389,246.7535,243.1785,245.4931,11022190,246.2173226532511,-0.0029413960213962274,-0.0007930998154321795,5700683.6,3.9240571428571434,0.00606429059136052,0.0,,True,0.0
2024-01-10 18:00:00,245.4931,247.3577,240.3676,242.2323,11776128,246.0344857057571,-0.015453873040807333,-0.00810459821516453,6549277.6,4.193114285714283,0.006233807975216384,0.0,,True,0.0
2024-01-11 10:00:00,242.2323,243.4168,240.2997,241.4843,3882082,245.94273440776016,-0.018127937052079428,-0.0151865410306832,6374910.9,3.901707142857138,0.006228710399973447,0.0,,True,0.0
2024-01-11 11:00:00,241.4843,242.0518,240.7601,241.3277,5804131,245.78344528529487,-0.01812874451378466,-0.0026748714729773262,6508584.1,3.8174928571428524,0.006202152198545571,0.0,,True,0.0
2024-01-11 12:00:00,241.3277,244.2768,240.4008,243.35,8197141,245.64552240160452,-0.00934485749694062,0.008783079555138807,7006677.3,3.9351142857142816,0.006333100509362762,0.0,,True,0.0
2024-01-11 13:00:00,243.35,245.4422,242.3762,244.4685,4434630,245.59906527755732,-0.00460329633697763,0.01352544817680703,7179668.3,3.9270571428571395,0.006332458894653192,0.0,,True,0.0
2024-01-11 14:00:00,244.4685,245.4538,242.9498,243.9352,2938484,245.55849726751111,-0.006610633659900141,0.0027342238370404795,6099846.4,3.9786357142857094,0.006256802510266759,0.0,,True,0.0
2024-01-11 15:00:00,243.9352,244.2393,243.0316,243.3358,3245597,245.39338456015614,-0.008384841196286325,-0.003781544859308695,5874549.2,3.754392857142853,0.006254569642539948,0.0,,True,0.0
2024-01-11 16:00:00,243.3358,244.0415,242.2242,242.9299,5294266,245.01081490160254,-0.00849315530189247,-0.001882521641992329,6086831.9,3.6731071428571402,0.0060759756772846485,0.0,,True,0.0
2024-01-11 17:00:00,242.9299,247.5983,240.7289,245.3973,3589225,244.83988438952272,0.0022766536255607356,0.01066149482184706,6018387.4,4.031285714285711,0.0061694891172179986,0.0,,True,0.0
2024-01-11 18:00:00,245.3973,246.4926,243.6018,244.6971,2767701,244.64797325740597,0.00020080584335089538,0.008693961145243366,5192938.5,4.000964285714283,0.0059913800315397345,0.0,,True,0.0
2024-01-12 10:00:00,244.6971,245.4399,243.4589,244.2017,4683289,244.54021803855522,-0.0013843041495197482,-0.0036609577750804836,4483654.6,3.6292999999999966,0.005992782215165806,0.0,,True,0.0
2024-01-12 11:00:00,244.2017,245.8496,243.1278,244.7757,8361182,244.38399968784407,0.0016028067003415072,0.0014020008569906118,4931564.6,3.2657857142857103,0.005918268472925909,0.0,,True,0.0
2024-01-12 12:00:00,244.7757,245.243,244.1113,244.5786,7388167,244.31877329861993,0.0010634741566195125,0.002447778306139261,5089968.2,3.0742571428571392,0.005910337248459808,0.0,,True,0.0
2024-01-12 13:00:00,244.5786,245.5784,243.2571,244.2569,4699280,244.29588282498415,-0.00015957217343721424,-0.0017623788737787215,4740182.1,2.984707142857139,0.005907198824918779,0.0,,True,0.0
2024-01-12 14:00:00,244.2569,245.9802,240.7195,242.4428,13570023,244.15555010144723,-0.007014995566291962,-0.008078469722911475,5653721.4,2.8611785714285674,0.005971871749703547,0.0,,True,0.0
2024-01-12 15:00:00,242.4428,243.035,241.832,242.4242,3563538,243.94009775649295,-0.006214221320867633,-0.006054649147430418,5716226.8,2.7244571428571396,0.005587619032343673,0.0,,True,0.0
2024-01-12 16:00:00,242.4242,243.1591,240.9724,241.7073,5069742,243.6972188714812,-0.008165537878093796,-0.0011505423118018344,5898641.3,2.788385714285712,0.0055821605691929324,0.0,,True,0.0
2024-01-12 17:00:00,241.7073,245.215,240.0787,243.5864,2672107,243.60540797433123,-7.80277190448658e-05,0.006136193601822767,5636425.4,2.87840714285714,0.005681841525128683,0.0,,True,0.0
2024-01-12 18:00:00,243.5864,245.4992,242.7341,244.6469,7741744,243.60465866556487,0.004278412983332844,0.01244395086142664,6051677.3,2.856914285714282,0.005712052569771341,0.0,,True,0.0
2024-01-15 10:00:00,244.6469,245.3116,243.9428,244.6075,4944873,243.50068597586315,0.004545424665647761,0.004623452384692627,6269394.5,2.775828571428568,0.005560283599866849,0.0,,True,0.0
2024-01-15 11:00:00,244.6075,247.5875,242.7175,245.6975,2282884,243.5608288527111,0.00877263867656242,0.004494225693229576,6029354.0,3.0374214285714265,0.005575217773974908,0.0,,True,0.0
2024-01-15 12:00:00,245.6975,246.4467,244.3916,245.1408,3487651,243.68734767728301,0.005964414388234125,0.0014189897225863638,5542000.9,3.054407142857138,0.005516828118152513,0.0,,True,0.0
2024-01-15 13:00:00,245.1408,248.6643,243.3367,246.8602,12827998,244.10558597345263,0.011284518605186415,0.0025118799286239953,6085984.0,2.944278571428567,0.005538866298284881,0.0,,True,0.0
2024-01-15 14:00:00,246.8602,247.1272,246.5844,246.8514,7526045,244.39730679657632,0.010041408539196205,0.00407699415096208,6368660.5,2.7765642857142803,0.005467872136164258,0.0,,True,0.0
2024-01-15 15:00:00,246.8514,248.9617,245.7011,247.8114,5555415,244.5624160760988,0.013284886435249433,0.0020003678300630177,5567199.7,2.8679642857142817,0.005437865584380923,0.0,,True,0.0
2024-01-15 16:00:00,247.8114,250.099,243.3912,245.6788,8073699,244.69939291992193,0.00400249084556811,-0.006038917693628095,6018215.8,3.1526785714285666,0.0055597149591031635,-1.0,,True,-1.0
2024-01-15 17:00:00,245.6788,246.7232,245.2022,246.2466,2378639,244.7595535771153,0.006075539855959843,-0.0072093465792895895,5749105.5,3.180485714285709,0.005516901572886847,0.0,,True,0.0
2024-01-15 18:00:00,246.2466,249.6522,240.0695,243.4751,3486006,244.82681866367415,-0.005521121709836227,-0.009523612555404338,5830495.4,3.699157142857138,0.005688070054096951,0.0,,True,0.0
2024-01-16 10:00:00,243.4751,245.3651,238.2815,240.1715,2721091,244.74978381722477,-0.01870597696071408,-0.024781516816673923,5328430.1,3.8293642857142833,0.005953138969171933,0.0,,True,0.0
2024-01-16 11:00:00,240.1715,240.9999,238.8555,239.684,3484396,244.59622452961835,-0.02008299408163404,-0.014561872371797813,5182382.4,3.8966071428571394,0.0059567496357293475,0.0,,True,0.0
2024-01-16 12:00:00,239.684,241.3673,236.5627,238.246,4344759,244.38223376990743,-0.025109164750842128,-0.0064031877901280475,5388569.9,4.083599999999996,0.006002684840461653,0.0,,True,0.0
2024-01-16 13:00:00,238.246,239.0829,237.6696,238.5065,6830549,244.00568515374022,-0.022537118962106834,-0.002454124880472794,5722859.7,3.8176714285714235,0.005915880484333428,0.0,,True,0.0
2024-01-16 14:00:00,238.5065,246.3976,234.1847,242.0758,8656328,243.7272105852328,-0.0067756512753232466,0.01833351347551888,5305692.7,4.492514285714283,0.006229803229875728,1.0,,True,1.0
2024-01-16 15:00:00,242.0758,243.3609,239.4484,240.7335,8535426,243.51722308886605,-0.011431319122139455,0.011105799839967378,5406630.8,4.67420714285714,0.006157807898917016,1.0,,True,1.0
2024-01-16 16:00:00,240.7335,241.7028,238.7629,239.7322,19900154,243.01508855728804,-0.01350899064242313,-0.006733339367099884,6841104.7,4.536342857142854,0.006035940172196364,0.0,,True,0.0
2024-01-16 17:00:00,239.7322,240.9076,238.885,240.0604,4109026,242.9307831459386,-0.011815641923873623,-0.0003843228017341681,6444637.4,4.534021428571427,0.005991088929280043,0.0,,True,0.0
2024-01-16 18:00:00,240.0604,242.2899,238.62,240.8495,5199127,242.87309418533118,-0.008331899390168828,0.0051770912522543025,6726686.2,4.415614285714284,0.006006273208409397,0.0,,True,0.0
2024-01-17 10:00:00,240.8495,241.3372,240.0785,240.5662,6754242,242.75530622669336,-0.009017748203819244,0.00279789372005438,7053509.8,4.466749999999998,0.005982979250870042,0.0,,True,0.0
2024-01-17 11:00:00,240.5662,241.197,239.6052,240.2359,3478662,242.5924464757884,-0.009714014224361259,-0.0013821148341924307,7129266.9,4.347549999999998,0.005721098830177728,0.0,,True,0.0
2024-01-17 12:00:00,240.2359,242.8652,238.7318,241.361,4549001,242.45283703977233,-0.004503296612665485,0.004514451591153759,7235727.4,4.163664285714284,0.0057149833814247415,0.0,,True,0.0
2024-01-17 13:00:00,241.361,243.3286,240.2299,242.1976,6424847,242.37483476969297,-0.0007312424570041815,0.008982771767357078,7443736.2,4.276357142857143,0.005644354215468113,0.0,,True,0.0
2024-01-17 14:00:00,242.1976,244.3344,238.3917,240.5285,3383923,242.26050672288346,-0.00714935647709455,-0.002646059864429065,7099073.6,4.016357142857144,0.005711221353843587,0.0,,True,0.0
2024-01-17 15:00:00,240.5285,240.8005,240.1296,240.4016,6622855,241.73856885792353,-0.005530639418608029,-0.004799396961603848,6895726.3,3.558307142857142,0.005686223485211632,0.0,,True,0.0
2024-01-17 16:00:00,240.4016,241.1046,239.7551,240.4581,9630143,241.32755819724355,-0.0036028135524120873,0.0035465429246824623,7005198.0,3.5015285714285715,0.0056852246672580075,1.0,,True,1.0
2024-01-17 17:00:00,240.4581,242.2879,236.938,238.7677,3013575,240.9964177911435,-0.009247929125133302,-0.0037172897065252727,5316540.1,3.540478571428573,0.005715078466530523,0.0,,True,0.0
2024-01-17 18:00:00,238.7677,239.9797,237.9694,239.1813,1686796,240.58980364748987,-0.00585437797502677,-0.002251564422614683,5074317.1,3.583121428571431,0.005722135747863611,0.0,,True,0.0
2024-01-18 10:00:00,239.1813,240.4697,236.5249,237.8133,5460831,240.37270057409685,-0.01064763414474307,-0.001399705019609768,5100487.5,2.9925428571428574,0.005725714407716729,0.0,,True,0.0
2024-01-18 11:00:00,237.8133,240.5248,236.6429,239.3544,3125078,240.21306217448083,-0.0035745856895039716,0.0022797922855227986,4737571.1,2.9903571428571434,0.005645403256811673,0.0,,True,0.0
2024-01-18 12:00:00,239.3544,240.4765,238.5399,239.662,5707313,240.1583573977459,-0.0020667921080249493,0.00858084203671812,4960436.2,2.918692857142858,0.005627913444537242,0.0,,True,0.0
2024-01-18 13:00:00,239.662,240.2996,239.167,239.8047,4189686,240.15346940152153,-0.0014522771725542563,0.0021223085169497155,4924504.7,2.8551214285714286,0.005624397938691424,0.0,,True,0.0
2024-01-18 14:00:00,239.8047,241.2575,237.407,238.8598,6087820,240.15546980841296,-0.005395129286235244,-0.003328337178210295,4890802.0,2.8680214285714283,0.005631931140541861,0.0,,True,0.0
2024-01-18 15:00:00,238.8598,239.5232,238.0076,238.6709,9178750,240.14598845354607,-0.006142465518766807,-0.0046901883462125505,5470284.7,2.8863714285714286,0.005628841593877521,0.0,,True,0.0
2024-01-18 16:00:00,238.6709,240.7308,233.4323,235.4922,7851154,239.86874206815008,-0.018245570600051966,-0.012850441313816722,5593114.6,3.293992857142856,0.0057886416633858824,0.0,,True,0.0
2024-01-18 17:00:00,235.4922,237.9578,231.2504,233.716,4380250,239.57423111217193,-0.02445267625393742,-0.018310210735170612,5068125.3,3.4778499999999974,0.00584196196106025,0.0,,True,0.0
2024-01-18 18:00:00,233.716,234.6879,233.3094,234.2813,2927145,239.32528830156696,-0.02107586848578736,-0.0028302978857353937,5059482.3,3.3549785714285685,0.0058558566732393865,0.0,,True,0.0
2024-01-19 10:00:00,234.2813,235.1826,230.0555,230.9568,1523673,239.1905372359216,-0.03442334020012004,-0.009970663946182623,5043170.0,3.2967214285714266,0.006041639354274802,0.0,,True,0.0
2024-01-19 11:00:00,230.9568,233.0559,230.1611,232.2603,1776365,238.98245850213456,-0.02812825068528835,-0.0070523821995009915,4674723.4,3.4555714285714276,0.005998525486118044,0.0,,True,0.0
2024-01-19 12:00:00,232.2603,235.0524,226.7645,229.5566,3518119,238.54522617296578,-0.03768101469550371,-0.0032576744953836667,4714027.5,3.9511714285714277,0.0060708398749508286,0.0,,True,0.0
2024-01-19 13:00:00,229.5566,231.5431,228.7283,230.7147,5473408,238.01433392436672,-0.030668883692888508,-0.002540633007600157,4690637.0,3.7700928571428562,0.0060968931162546005,0.0,,True,0.0
2024-01-19 14:00:00,230.7147,232.3688,227.7602,229.4143,3725339,237.55511468554008,-0.03426916190087659,0.003411852794627121,4644202.3,3.955685714285713,0.006086779454561902,0.0,,True,0.0
2024-01-19 15:00:00,229.4143,231.7597,228.2602,230.6057,3871046,236.9487328524919,-0.026769642429109872,0.0038992412637786356,4422524.9,3.9238785714285718,0.005925749354022583,0.0,,True,0.0
2024-01-19 16:00:00,230.6057,231.2661,230.1466,230.807,2351706,236.63822925675595,-0.024641957789622367,0.009627204111254221,3739820.5,3.7265642857142853,0.00592191494222636,0.0,,True,0.0
2024-01-19 17:00:00,230.807,232.4809,226.7683,228.4423,2288691,236.1578839949914,-0.032671295425204,-0.005901652996094128,3183574.2,3.9962785714285696,0.006047772656295859,0.0,,True,0.0
2024-01-19 18:00:00,228.4423,231.9774,226.8095,230.3447,2202605,235.46791956074992,-0.021757611696348968,0.002884346093273399,2965809.7,4.284514285714282,0.006046419580930442,0.0,,True,0.0
2024-01-22 10:00:00,230.3447,234.6821,228.2211,232.5586,7045552,235.02535611765518,-0.010495702074036183,0.022175593351167817,3377650.4,4.470978571428568,0.0061572888360643735,1.0,,True,1.0
2024-01-22 11:00:00,232.5586,232.8702,232.1449,232.4566,1934044,234.88732345602526,-0.01034846589530967,0.011409145801039298,3418687.5,4.414528571428568,0.006154835990153602,0.0,,True,0.0
2024-01-22 12:00:00,232.4566,233.2813,231.2073,232.0321,7219369,234.44669731480144,-0.010299131284239184,0.0001965707897969987,3962987.9,4.041349999999996,0.006152467597852705,0.0,,True,0.0
2024-01-22 13:00:00,232.0321,232.9488,230.868,231.7848,3289897,234.18996764529365,-0.01027015661463581,7.830928067385952e-05,3940165.7,3.71087857142857,0.00615147513811623,0.0,,True,0.0
2024-01-22 14:00:00,231.7848,234.0363,228.0264,230.2779,6709727,233.57857440235907,-0.014130895399136157,-0.0038317641148969735,4063797.6,4.0416928571428565,0.006024852518961036,0.0,,True,0.0
2024-01-22 15:00:00,230.2779,233.0531,229.1893,231.9645,5779899,233.14703888044107,-0.005072073341010769,0.005198083273625041,4269253.6,3.9514571428571412,0.006115562563669815,1.0,,True,1.0
2024-01-22 16:00:00,231.9645,232.7809,230.3085,231.1249,7451212,232.5981009116899,-0.006333675579961972,0.007797219819174185,4627270.2,3.921285714285712,0.006124118711543478,1.0,,True,1.0
2024-01-22 17:00:00,231.1249,231.7961,230.3749,231.0461,9227878,231.82062408822085,-0.00334104910323297,0.001731024237777799,5314887.4,3.43080714285714,0.006109758294576715,1.0,,True,1.0
2024-01-22 18:00:00,231.0461,232.4369,228.4333,229.8241,3461379,231.32564898448155,-0.006491061372024035,-0.00015738579206206298,5432156.2,3.5157214285714247,0.006135408553022467,0.0,,True,0.0
2024-01-23 10:00:00,229.8241,231.4763,227.2127,228.8649,3148463,231.09244883084042,-0.009639210809830415,-0.0062981617065974455,5526742.0,3.4910785714285675,0.006148838444724093,0.0,,True,0.0
2024-01-23 11:00:00,228.8649,231.0034,224.7768,226.9154,4094115,230.82269683246767,-0.01692769769215374,-0.010436636320129703,5231598.3,3.6858714285714234,0.006169549749129939,0.0,,True,0.0
