symbol,regime,start_dt,end_dt,bars
SBER,trend,2022-04-12 00:30:00+00:00,2022-04-12 01:00:00+00:00,2
SBER,range,2022-04-12 01:30:00+00:00,2022-04-12 09:30:00+00:00,17
SBER,high_vol,2022-04-12 10:00:00+00:00,2022-04-12 17:30:00+00:00,16
SBER,trend,2022-04-12 18:00:00+00:00,2022-04-13 01:00:00+00:00,15
SBER,range,2022-04-13 01:30:00+00:00,2022-04-13 09:30:00+00:00,17
SBER,high_vol,2022-04-13 10:00:00+00:00,2022-04-13 15:30:00+00:00,12
SBER,range,2022-04-13 16:00:00+00:00,2022-04-13 16:00:00+00:00,1
SBER,high_vol,2022-04-13 16:30:00+00:00,2022-04-13 16:30:00+00:00,1
SBER,range,2022-04-13 17:00:00+00:00,2022-04-15 00:30:00+00:00,64
SBER,trend,2022-04-15 01:00:00+00:00,2022-04-15 01:00:00+00:00,1
SBER,range,2022-04-15 01:30:00+00:00,2022-04-15 09:30:00+00:00,17
SBER,high_vol,2022-04-15 10:00:00+00:00,2022-04-15 17:30:00+00:00,16
SBER,range,2022-04-15 18:00:00+00:00,2022-04-18 09:30:00+00:00,128
SBER,high_vol,2022-04-18 10:00:00+00:00,2022-04-18 15:00:00+00:00,11
SBER,range,2022-04-18 15:30:00+00:00,2022-04-18 16:00:00+00:00,2
SBER,high_vol,2022-04-18 16:30:00+00:00,2022-04-18 16:30:00+00:00,1
SBER,range,2022-04-18 17:00:00+00:00,2022-04-18 17:30:00+00:00,2
SBER,trend,2022-04-18 18:00:00+00:00,2022-04-19 01:00:00+00:00,15
SBER,range,2022-04-19 01:30:00+00:00,2022-04-19 09:30:00+00:00,17
SBER,high_vol,2022-04-19 10:00:00+00:00,2022-04-19 18:30:00+00:00,18
SBER,range,2022-04-19 19:00:00+00:00,2022-04-19 22:00:00+00:00,7
SBER,trend,2022-04-19 22:30:00+00:00,2022-04-20 01:00:00+00:00,6
SBER,range,2022-04-20 01:30:00+00:00,2022-04-20 09:30:00+00:00,17
SBER,high_vol,2022-04-20 10:00:00+00:00,2022-04-20 18:30:00+00:00,18
SBER,range,2022-04-20 19:00:00+00:00,2022-04-21 09:30:00+00:00,30
SBER,high_vol,2022-04-21 10:00:00+00:00,2022-04-21 16:30:00+00:00,14
SBER,range,2022-04-21 17:00:00+00:00,2022-04-22 09:30:00+00:00,34
SBER,high_vol,2022-04-22 10:00:00+00:00,2022-04-22 16:30:00+00:00,14
SBER,range,2022-04-22 17:00:00+00:00,2022-04-23 00:30:00+00:00,16
SBER,trend,2022-04-23 01:00:00+00:00,2022-04-23 01:00:00+00:00,1
SBER,range,2022-04-23 01:30:00+00:00,2022-04-25 09:30:00+00:00,113
SBER,high_vol,2022-04-25 10:00:00+00:00,2022-04-25 16:30:00+00:00,14
SBER,range,2022-04-25 17:00:00+00:00,2022-04-26 00:00:00+00:00,15
SBER,trend,2022-04-26 00:30:00+00:00,2022-04-26 01:00:00+00:00,2
SBER,range,2022-04-26 01:30:00+00:00,2022-04-26 09:30:00+00:00,17
SBER,high_vol,2022-04-26 10:00:00+00:00,2022-04-26 12:30:00+00:00,6
SBER,range,2022-04-26 13:00:00+00:00,2022-04-26 16:00:00+00:00,7
SBER,high_vol,2022-04-26 16:30:00+00:00,2022-04-26 16:30:00+00:00,1
SBER,range,2022-04-26 17:00:00+00:00,2022-04-26 17:00:00+00:00,1
SBER,high_vol,2022-04-26 17:30:00+00:00,2022-04-26 18:30:00+00:00,3
SBER,range,2022-04-26 19:00:00+00:00,2022-04-27 09:30:00+00:00,30
SBER,high_vol,2022-04-27 10:00:00+00:00,2022-04-27 18:30:00+00:00,18
SBER,trend,2022-04-27 19:00:00+00:00,2022-04-28 01:00:00+00:00,13
SBER,range,2022-04-28 01:30:00+00:00,2022-04-28 09:30:00+00:00,17
SBER,trend,2022-04-28 10:00:00+00:00,2022-04-28 10:00:00+00:00,1
SBER,high_vol,2022-04-28 10:30:00+00:00,2022-04-28 11:00:00+00:00,2
SBER,trend,2022-04-28 11:30:00+00:00,2022-04-28 13:30:00+00:00,5
SBER,high_vol,2022-04-28 14:00:00+00:00,2022-04-28 18:30:00+00:00,10
SBER,range,2022-04-28 19:00:00+00:00,2022-04-29 09:30:00+00:00,30
SBER,high_vol,2022-04-29 10:00:00+00:00,2022-04-29 18:30:00+00:00,18
SBER,range,2022-04-29 19:00:00+00:00,2022-05-04 09:30:00+00:00,222
SBER,high_vol,2022-05-04 10:00:00+00:00,2022-05-04 18:00:00+00:00,17
SBER,range,2022-05-04 18:30:00+00:00,2022-05-04 21:30:00+00:00,7
SBER,trend,2022-05-04 22:00:00+00:00,2022-05-05 01:00:00+00:00,7
SBER,range,2022-05-05 01:30:00+00:00,2022-05-06 00:00:00+00:00,46
SBER,trend,2022-05-06 00:30:00+00:00,2022-05-06 00:30:00+00:00,1
SBER,range,2022-05-06 01:00:00+00:00,2022-05-06 09:30:00+00:00,18
SBER,high_vol,2022-05-06 10:00:00+00:00,2022-05-06 11:00:00+00:00,3
SBER,range,2022-05-06 11:30:00+00:00,2022-05-06 22:30:00+00:00,23
SBER,trend,2022-05-06 23:00:00+00:00,2022-05-07 01:00:00+00:00,5
SBER,range,2022-05-07 01:30:00+00:00,2022-05-11 09:30:00+00:00,209
SBER,high_vol,2022-05-11 10:00:00+00:00,2022-05-11 12:30:00+00:00,6
SBER,range,2022-05-11 13:00:00+00:00,2022-05-16 09:30:00+00:00,234
SBER,high_vol,2022-05-16 10:00:00+00:00,2022-05-16 11:00:00+00:00,3
SBER,range,2022-05-16 11:30:00+00:00,2022-05-16 23:30:00+00:00,25
SBER,trend,2022-05-17 00:00:00+00:00,2022-05-17 00:00:00+00:00,1
SBER,range,2022-05-17 00:30:00+00:00,2022-05-17 00:30:00+00:00,1
SBER,trend,2022-05-17 01:00:00+00:00,2022-05-17 01:00:00+00:00,1
SBER,range,2022-05-17 01:30:00+00:00,2022-05-17 09:30:00+00:00,17
SBER,trend,2022-05-17 10:00:00+00:00,2022-05-17 10:30:00+00:00,2
SBER,range,2022-05-17 11:00:00+00:00,2022-05-17 15:00:00+00:00,9
SBER,trend,2022-05-17 15:30:00+00:00,2022-05-17 16:00:00+00:00,2
SBER,range,2022-05-17 16:30:00+00:00,2022-05-17 16:30:00+00:00,1
SBER,trend,2022-05-17 17:00:00+00:00,2022-05-18 01:00:00+00:00,17
SBER,range,2022-05-18 01:30:00+00:00,2022-05-18 09:30:00+00:00,17
SBER,trend,2022-05-18 10:00:00+00:00,2022-05-18 16:00:00+00:00,13
SBER,range,2022-05-18 16:30:00+00:00,2022-05-19 09:30:00+00:00,35
SBER,high_vol,2022-05-19 10:00:00+00:00,2022-05-19 13:30:00+00:00,8
SBER,range,2022-05-19 14:00:00+00:00,2022-05-19 14:30:00+00:00,2
SBER,high_vol,2022-05-19 15:00:00+00:00,2022-05-19 15:30:00+00:00,2
SBER,range,2022-05-19 16:00:00+00:00,2022-05-19 16:00:00+00:00,1
SBER,high_vol,2022-05-19 16:30:00+00:00,2022-05-19 16:30:00+00:00,1
SBER,range,2022-05-19 17:00:00+00:00,2022-05-21 00:30:00+00:00,64
SBER,trend,2022-05-21 01:00:00+00:00,2022-05-21 01:00:00+00:00,1
SBER,range,2022-05-21 01:30:00+00:00,2022-05-24 00:30:00+00:00,143
SBER,trend,2022-05-24 01:00:00+00:00,2022-05-24 01:00:00+00:00,1
SBER,range,2022-05-24 01:30:00+00:00,2022-05-24 15:30:00+00:00,29
SBER,high_vol,2022-05-24 16:00:00+00:00,2022-05-24 18:30:00+00:00,6
SBER,range,2022-05-24 19:00:00+00:00,2022-05-25 00:30:00+00:00,12
SBER,trend,2022-05-25 01:00:00+00:00,2022-05-25 01:00:00+00:00,1
SBER,range,2022-05-25 01:30:00+00:00,2022-05-25 10:30:00+00:00,19
SBER,high_vol,2022-05-25 11:00:00+00:00,2022-05-25 14:00:00+00:00,7
SBER,range,2022-05-25 14:30:00+00:00,2022-05-25 15:00:00+00:00,2
SBER,high_vol,2022-05-25 15:30:00+00:00,2022-05-25 16:30:00+00:00,3
SBER,range,2022-05-25 17:00:00+00:00,2022-05-28 00:30:00+00:00,112
SBER,trend,2022-05-28 01:00:00+00:00,2022-05-28 01:00:00+00:00,1
SBER,range,2022-05-28 01:30:00+00:00,2022-05-31 16:30:00+00:00,175
SBER,trend,2022-05-31 17:00:00+00:00,2022-06-01 01:00:00+00:00,17
SBER,range,2022-06-01 01:30:00+00:00,2022-06-01 09:30:00+00:00,17
SBER,high_vol,2022-06-01 10:00:00+00:00,2022-06-01 11:00:00+00:00,3
SBER,range,2022-06-01 11:30:00+00:00,2022-06-02 00:00:00+00:00,26
SBER,trend,2022-06-02 00:30:00+00:00,2022-06-02 01:00:00+00:00,2
SBER,range,2022-06-02 01:30:00+00:00,2022-06-09 00:30:00+00:00,335
SBER,trend,2022-06-09 01:00:00+00:00,2022-06-09 01:00:00+00:00,1
SBER,range,2022-06-09 01:30:00+00:00,2022-06-14 11:00:00+00:00,260
SBER,high_vol,2022-06-14 11:30:00+00:00,2022-06-14 11:30:00+00:00,1
SBER,range,2022-06-14 12:00:00+00:00,2022-06-14 22:30:00+00:00,22
SBER,trend,2022-06-14 23:00:00+00:00,2022-06-15 00:00:00+00:00,3
SBER,range,2022-06-15 00:30:00+00:00,2022-06-15 00:30:00+00:00,1
SBER,trend,2022-06-15 01:00:00+00:00,2022-06-15 01:00:00+00:00,1
SBER,range,2022-06-15 01:30:00+00:00,2022-06-16 00:00:00+00:00,46
SBER,trend,2022-06-16 00:30:00+00:00,2022-06-16 01:00:00+00:00,2
SBER,range,2022-06-16 01:30:00+00:00,2022-06-16 18:00:00+00:00,34
SBER,trend,2022-06-16 18:30:00+00:00,2022-06-17 00:30:00+00:00,13
SBER,range,2022-06-17 01:00:00+00:00,2022-06-17 23:00:00+00:00,45
SBER,trend,2022-06-17 23:30:00+00:00,2022-06-18 01:00:00+00:00,4
SBER,range,2022-06-18 01:30:00+00:00,2022-06-21 09:30:00+00:00,161
SBER,high_vol,2022-06-21 10:00:00+00:00,2022-06-21 16:30:00+00:00,14
SBER,range,2022-06-21 17:00:00+00:00,2022-06-22 09:30:00+00:00,34
SBER,high_vol,2022-06-22 10:00:00+00:00,2022-06-22 10:00:00+00:00,1
SBER,range,2022-06-22 10:30:00+00:00,2022-06-22 10:30:00+00:00,1
SBER,high_vol,2022-06-22 11:00:00+00:00,2022-06-22 11:00:00+00:00,1
SBER,range,2022-06-22 11:30:00+00:00,2022-06-23 00:30:00+00:00,27
SBER,trend,2022-06-23 01:00:00+00:00,2022-06-23 01:00:00+00:00,1
SBER,range,2022-06-23 01:30:00+00:00,2022-06-23 09:30:00+00:00,17
SBER,high_vol,2022-06-23 10:00:00+00:00,2022-06-23 14:00:00+00:00,9
SBER,trend,2022-06-23 14:30:00+00:00,2022-06-23 21:30:00+00:00,15
SBER,range,2022-06-23 22:00:00+00:00,2022-06-24 00:30:00+00:00,6
SBER,trend,2022-06-24 01:00:00+00:00,2022-06-24 01:00:00+00:00,1
SBER,range,2022-06-24 01:30:00+00:00,2022-06-24 23:30:00+00:00,45
SBER,trend,2022-06-25 00:00:00+00:00,2022-06-25 01:00:00+00:00,3
SBER,range,2022-06-25 01:30:00+00:00,2022-06-27 09:30:00+00:00,113
SBER,high_vol,2022-06-27 10:00:00+00:00,2022-06-27 11:00:00+00:00,3
SBER,range,2022-06-27 11:30:00+00:00,2022-06-27 22:00:00+00:00,22
SBER,trend,2022-06-27 22:30:00+00:00,2022-06-28 01:00:00+00:00,6
SBER,range,2022-06-28 01:30:00+00:00,2022-06-30 00:30:00+00:00,95
SBER,trend,2022-06-30 01:00:00+00:00,2022-06-30 01:00:00+00:00,1
SBER,range,2022-06-30 01:30:00+00:00,2022-06-30 09:30:00+00:00,17
SBER,trend,2022-06-30 10:00:00+00:00,2022-06-30 10:00:00+00:00,1
SBER,high_vol,2022-06-30 10:30:00+00:00,2022-06-30 18:30:00+00:00,17
SBER,trend,2022-06-30 19:00:00+00:00,2022-07-01 01:00:00+00:00,13
SBER,range,2022-07-01 01:30:00+00:00,2022-07-01 09:30:00+00:00,17
SBER,high_vol,2022-07-01 10:00:00+00:00,2022-07-01 16:30:00+00:00,14
SBER,range,2022-07-01 17:00:00+00:00,2022-07-04 09:30:00+00:00,130
SBER,high_vol,2022-07-04 10:00:00+00:00,2022-07-04 15:00:00+00:00,11
SBER,range,2022-07-04 15:30:00+00:00,2022-07-04 16:00:00+00:00,2
SBER,high_vol,2022-07-04 16:30:00+00:00,2022-07-04 16:30:00+00:00,1
SBER,range,2022-07-04 17:00:00+00:00,2022-07-06 00:30:00+00:00,64
SBER,trend,2022-07-06 01:00:00+00:00,2022-07-06 01:00:00+00:00,1
SBER,range,2022-07-06 01:30:00+00:00,2022-07-07 10:00:00+00:00,66
SBER,high_vol,2022-07-07 10:30:00+00:00,2022-07-07 13:30:00+00:00,7
SBER,range,2022-07-07 14:00:00+00:00,2022-07-11 16:00:00+00:00,197
SBER,high_vol,2022-07-11 16:30:00+00:00,2022-07-11 16:30:00+00:00,1
SBER,range,2022-07-11 17:00:00+00:00,2022-07-12 00:00:00+00:00,15
SBER,trend,2022-07-12 00:30:00+00:00,2022-07-12 01:00:00+00:00,2
SBER,range,2022-07-12 01:30:00+00:00,2022-07-12 09:30:00+00:00,17
SBER,high_vol,2022-07-12 10:00:00+00:00,2022-07-12 15:30:00+00:00,12
SBER,range,2022-07-12 16:00:00+00:00,2022-07-12 16:00:00+00:00,1
